business	company_robot_placement_event	2	company_robot_placement_id	uuid	NO
business	company_robot_placement_event	3	company_id	uuid	NO
business	company_robot_placement_event	4	event_code	text	NO
business	company_robot_placement_event	5	reason	text	YES
business	company_robot_placement_event	6	before_jsonb	jsonb	NO
business	company_robot_placement_event	7	after_jsonb	jsonb	NO
business	company_robot_placement_event	8	metadata_jsonb	jsonb	NO
business	company_robot_placement_event	9	created_at	timestamp with time zone	NO
business	robot_placement_role_catalog	1	role_code	text	NO
business	robot_placement_role_catalog	2	role_name_ja	text	NO
business	robot_placement_role_catalog	3	role_name_en	text	YES
business	robot_placement_role_catalog	4	target_level_default_code	text	NO
business	robot_placement_role_catalog	5	single_slot_flag	boolean	NO
business	robot_placement_role_catalog	6	max_active_per_target	integer	YES
business	robot_placement_role_catalog	7	sort_order	integer	NO
business	robot_placement_role_catalog	8	status_code	text	NO
business	robot_placement_role_catalog	9	note	text	YES
business	robot_placement_role_catalog	10	metadata_jsonb	jsonb	NO
business	robot_placement_role_catalog	11	created_at	timestamp with time zone	NO
business	robot_placement_role_catalog	12	updated_at	timestamp with time zone	NO
business	robot_pool	1	robot_pool_id	uuid	NO
business	robot_pool	2	aiworker_model_code	text	NO
business	robot_pool	3	aiworker_series_code	text	YES
business	robot_pool	4	manufacturer_code	text	YES
business	robot_pool	5	display_name	text	YES
business	robot_pool	6	business_offer_code	text	NO
business	robot_pool	7	pool_scope_code	text	NO
business	robot_pool	8	available_quantity	integer	NO
business	robot_pool	9	reserved_quantity	integer	NO
business	robot_pool	10	unlimited_assignment_flag	boolean	NO
business	robot_pool	11	rental_unit_code	text	NO
business	robot_pool	12	status_code	text	NO
business	robot_pool	13	metadata_jsonb	jsonb	NO
business	robot_pool	14	created_at	timestamp with time zone	NO
business	robot_pool	15	updated_at	timestamp with time zone	NO
business	robot_pool	16	placement_role_code_1	text	YES
business	robot_pool	17	placement_role_code_2	text	YES
business	robot_pool	18	placement_role_code_3	text	YES
business	robot_pool	19	placement_role_config_status_code	text	NO
business	robot_pool	20	placement_role_config_note	text	YES
business	robot_pool	21	placement_role_config_updated_at	timestamp with time zone	NO
business	robot_pool_sync_ledger	1	robot_pool_sync_ledger_id	uuid	NO
business	robot_pool_sync_ledger	2	sync_source_code	text	NO
business	robot_pool_sync_ledger	3	aiworker_model_code	text	NO
business	robot_pool_sync_ledger	4	robot_pool_id	uuid	YES
business	robot_pool_sync_ledger	5	sync_status_code	text	NO
business	robot_pool_sync_ledger	6	note	text	YES
business	robot_pool_sync_ledger	7	metadata_jsonb	jsonb	NO
business	robot_pool_sync_ledger	8	created_at	timestamp with time zone	NO
business	role_membership	1	role_code	text	NO
business	role_membership	2	user_id	uuid	NO
business	role_membership	3	is_active	boolean	NO
business	role_membership	4	created_at	timestamp with time zone	NO
